date,day_of_week,month,year,quarter,revenue,sales,expenditure,profit,profit_margin,cumulative_revenue,cumulative_profit
2024-02-11,Sunday,February,2024,Q1,28726,28257,42209,-13483,-46.94,60877661,18551734
2024-02-12,Monday,February,2024,Q1,54295,48832,49125,5170,9.52,60931956,18556904
2024-02-13,Tuesday,February,2024,Q1,62411,63859,47560,14851,23.8,60994367,18571755
2024-02-14,Wednesday,February,2024,Q1,57005,62273,42074,14931,26.19,61051372,18586686
2024-02-15,Thursday,February,2024,Q1,68379,73692,42070,26309,38.48,61119751,18612995
2024-02-16,Friday,February,2024,Q1,67534,57057,45140,22394,33.16,61187285,18635389
2024-02-17,Saturday,February,2024,Q1,29222,30429,42366,-13144,-44.98,61216507,18622245
2024-02-18,Sunday,February,2024,Q1,33627,36297,48499,-14872,-44.23,61250134,18607373
2024-02-19,Monday,February,2024,Q1,48377,47078,44401,3976,8.22,61298511,18611349
2024-02-20,Tuesday,February,2024,Q1,63881,60198,48431,15450,24.19,61362392,18626799
2024-02-21,Wednesday,February,2024,Q1,57043,67000,44412,12631,22.14,61419435,18639430
2024-02-22,Thursday,February,2024,Q1,46630,54664,41881,4749,10.18,61466065,18644179
2024-02-23,Friday,February,2024,Q1,50212,42477,47138,3074,6.12,61516277,18647253
2024-02-24,Saturday,February,2024,Q1,28644,30795,47139,-18495,-64.57,61544921,18628758
2024-02-25,Sunday,February,2024,Q1,33435,36046,43887,-10452,-31.26,61578356,18618306
2024-02-26,Monday,February,2024,Q1,46583,42597,49515,-2932,-6.29,61624939,18615374
2024-02-27,Tuesday,February,2024,Q1,51159,53569,47063,4096,8.01,61676098,18619470
2024-02-28,Wednesday,February,2024,Q1,64532,60188,43861,20671,32.03,61740630,18640141
2024-02-29,Thursday,February,2024,Q1,63222,66701,50168,13054,20.65,61803852,18653195
2024-03-01,Friday,March,2024,Q1,74001,76550,42569,31432,42.48,61877853,18684627
2024-03-02,Saturday,March,2024,Q1,45109,41550,47744,-2635,-5.84,61922962,18681992
2024-03-03,Sunday,March,2024,Q1,35843,34453,44345,-8502,-23.72,61958805,18673490
2024-03-04,Monday,March,2024,Q1,61617,57978,45246,16371,26.57,62020422,18689861
2024-03-05,Tuesday,March,2024,Q1,86681,92463,46841,39840,45.96,62107103,18729701
2024-03-06,Wednesday,March,2024,Q1,68159,64058,47637,20522,30.11,62175262,18750223
2024-03-07,Thursday,March,2024,Q1,73070,64562,46427,26643,36.46,62248332,18776866
2024-03-08,Friday,March,2024,Q1,60841,68158,41856,18985,31.2,62309173,18795851
2024-03-09,Saturday,March,2024,Q1,43086,41607,45914,-2828,-6.56,62352259,18793023
2024-03-10,Sunday,March,2024,Q1,41669,37725,44975,-3306,-7.93,62393928,18789717
2024-03-11,Monday,March,2024,Q1,72196,88643,42426,29770,41.23,62466124,18819487
2024-03-12,Tuesday,March,2024,Q1,61752,69230,42185,19567,31.69,62527876,18839054
2024-03-13,Wednesday,March,2024,Q1,79648,92570,49802,29846,37.47,62607524,18868900
2024-03-14,Thursday,March,2024,Q1,61505,60361,42507,18998,30.89,62669029,18887898
2024-03-15,Friday,March,2024,Q1,66794,68352,42405,24389,36.51,62735823,18912287
2024-03-16,Saturday,March,2024,Q1,50360,56541,48590,1770,3.51,62786183,18914057
2024-03-17,Sunday,March,2024,Q1,40866,46534,46342,-5476,-13.4,62827049,18908581
2024-03-18,Monday,March,2024,Q1,80659,81616,46640,34019,42.18,62907708,18942600
2024-03-19,Tuesday,March,2024,Q1,71367,69581,49021,22346,31.31,62979075,18964946
2024-03-20,Wednesday,March,2024,Q1,77270,72486,44719,32551,42.13,63056345,18997497
2024-03-21,Thursday,March,2024,Q1,83811,93058,49017,34794,41.51,63140156,19032291
2024-03-22,Friday,March,2024,Q1,81088,88351,42238,38850,47.91,63221244,19071141
2024-03-23,Saturday,March,2024,Q1,45565,44865,46316,-751,-1.65,63266809,19070390
2024-03-24,Sunday,March,2024,Q1,50405,44613,66236,-15831,-31.41,63317214,19054559
2024-03-25,Monday,March,2024,Q1,78462,90123,48478,29984,38.21,63395676,19084543
2024-03-26,Tuesday,March,2024,Q1,59304,64654,45099,14205,23.95,63454980,19098748
2024-03-27,Wednesday,March,2024,Q1,67204,58338,42014,25190,37.48,63522184,19123938
2024-03-28,Thursday,March,2024,Q1,65411,53617,44827,20584,31.47,63587595,19144522
2024-03-29,Friday,March,2024,Q1,67433,52265,44669,22764,33.76,63655028,19167286
2024-03-30,Saturday,March,2024,Q1,40441,39686,42212,-1771,-4.38,63695469,19165515
2024-03-31,Sunday,March,2024,Q1,44996,46002,44624,372,0.83,63740465,19165887
2024-04-01,Monday,April,2024,Q2,71479,68713,44829,26650,37.28,63811944,19192537
2024-04-02,Tuesday,April,2024,Q2,65805,79370,43357,22448,34.11,63877749,19214985
2024-04-03,Wednesday,April,2024,Q2,66833,61662,46915,19918,29.8,63944582,19234903
2024-04-04,Thursday,April,2024,Q2,68825,84503,46017,22808,33.14,64013407,19257711
2024-04-05,Friday,April,2024,Q2,71100,56707,48683,22417,31.53,64084507,19280128
2024-04-06,Saturday,April,2024,Q2,34809,40772,46569,-11760,-33.78,64119316,19268368
2024-04-07,Sunday,April,2024,Q2,40914,43444,45769,-4855,-11.87,64160230,19263513
2024-04-08,Monday,April,2024,Q2,74329,67685,42230,32099,43.19,64234559,19295612
2024-04-09,Tuesday,April,2024,Q2,66104,65015,49853,16251,24.58,64300663,19311863
2024-04-10,Wednesday,April,2024,Q2,67936,63003,45243,22693,33.4,64368599,19334556
2024-04-11,Thursday,April,2024,Q2,67907,67479,41252,26655,39.25,64436506,19361211
2024-04-12,Friday,April,2024,Q2,58059,59822,47252,10807,18.61,64494565,19372018
2024-04-13,Saturday,April,2024,Q2,47037,52173,48299,-1262,-2.68,64541602,19370756
2024-04-14,Sunday,April,2024,Q2,35338,40719,47248,-11910,-33.7,64576940,19358846
2024-04-15,Monday,April,2024,Q2,128746,117510,48122,80624,62.62,64705686,19439470
2024-04-16,Tuesday,April,2024,Q2,85151,80944,41288,43863,51.51,64790837,19483333
2024-04-17,Wednesday,April,2024,Q2,68376,57809,43877,24499,35.83,64859213,19507832
2024-04-18,Thursday,April,2024,Q2,72320,66858,49370,22950,31.73,64931533,19530782
2024-04-19,Friday,April,2024,Q2,63686,71119,49054,14632,22.98,64995219,19545414
2024-04-20,Saturday,April,2024,Q2,44401,47550,47341,-2940,-6.62,65039620,19542474
2024-04-21,Sunday,April,2024,Q2,37031,29853,46313,-9282,-25.07,65076651,19533192
2024-04-22,Monday,April,2024,Q2,80685,71998,50168,30517,37.82,65157336,19563709
2024-04-23,Tuesday,April,2024,Q2,65334,66596,49675,15659,23.97,65222670,19579368
2024-04-24,Wednesday,April,2024,Q2,59504,69475,50197,9307,15.64,65282174,19588675
2024-04-25,Thursday,April,2024,Q2,71531,69317,49181,22350,31.25,65353705,19611025
2024-04-26,Friday,April,2024,Q2,70181,65343,42885,27296,38.89,65423886,19638321
2024-04-27,Saturday,April,2024,Q2,35241,40432,44979,-9738,-27.63,65459127,19628583
2024-04-28,Sunday,April,2024,Q2,37661,35249,41991,-4330,-11.5,65496788,19624253
2024-04-29,Monday,April,2024,Q2,75183,77672,43394,31789,42.28,65571971,19656042
2024-04-30,Tuesday,April,2024,Q2,67883,54856,48361,19522,28.76,65639854,19675564
2024-05-01,Wednesday,May,2024,Q2,75967,85044,46396,29571,38.93,65715821,19705135
2024-05-02,Thursday,May,2024,Q2,58966,56459,41701,17265,29.28,65774787,19722400
2024-05-03,Friday,May,2024,Q2,70815,66014,41708,29107,41.1,65845602,19751507
2024-05-04,Saturday,May,2024,Q2,39931,36500,47976,-8045,-20.15,65885533,19743462
2024-05-05,Sunday,May,2024,Q2,46279,36787,48371,-2092,-4.52,65931812,19741370
2024-05-06,Monday,May,2024,Q2,67848,81979,45255,22593,33.3,65999660,19763963
2024-05-07,Tuesday,May,2024,Q2,60977,60561,48318,12659,20.76,66060637,19776622
2024-05-08,Wednesday,May,2024,Q2,76483,68481,47726,28757,37.6,66137120,19805379
2024-05-09,Thursday,May,2024,Q2,81113,65593,45088,36025,44.41,66218233,19841404
2024-05-10,Friday,May,2024,Q2,67024,79482,42454,24570,36.66,66285257,19865974
2024-05-11,Saturday,May,2024,Q2,41217,33393,47303,-6086,-14.77,66326474,19859888
2024-05-12,Sunday,May,2024,Q2,49332,55970,42892,6440,13.05,66375806,19866328
2024-05-13,Monday,May,2024,Q2,80772,76922,47454,33318,41.25,66456578,19899646
2024-05-14,Tuesday,May,2024,Q2,67603,72951,46735,20868,30.87,66524181,19920514
2024-05-15,Wednesday,May,2024,Q2,71174,75771,67727,3447,4.84,66595355,19923961
2024-05-16,Thursday,May,2024,Q2,71529,63199,48126,23403,32.72,66666884,19947364
2024-05-17,Friday,May,2024,Q2,68901,68310,74622,-5721,-8.3,66735785,19941643
2024-05-18,Saturday,May,2024,Q2,36804,32690,46457,-9653,-26.23,66772589,19931990
2024-05-19,Sunday,May,2024,Q2,35316,30035,49195,-13879,-39.3,66807905,19918111
2024-05-20,Monday,May,2024,Q2,74080,61465,48807,25273,34.12,66881985,19943384
2024-05-21,Tuesday,May,2024,Q2,77646,76009,42121,35525,45.75,66959631,19978909
2024-05-22,Wednesday,May,2024,Q2,64964,74180,49705,15259,23.49,67024595,19994168
2024-05-23,Thursday,May,2024,Q2,83568,92034,42426,41142,49.23,67108163,20035310
2024-05-24,Friday,May,2024,Q2,63558,59701,46584,16974,26.71,67171721,20052284
2024-05-25,Saturday,May,2024,Q2,35603,36097,45999,-10396,-29.2,67207324,20041888
2024-05-26,Sunday,May,2024,Q2,35726,41439,48885,-13159,-36.83,67243050,20028729
2024-05-27,Monday,May,2024,Q2,64067,53183,47168,16899,26.38,67307117,20045628
2024-05-28,Tuesday,May,2024,Q2,79787,84494,45662,34125,42.77,67386904,20079753
2024-05-29,Wednesday,May,2024,Q2,68842,75798,45627,23215,33.72,67455746,20102968
2024-05-30,Thursday,May,2024,Q2,84714,83502,43112,41602,49.11,67540460,20144570
2024-05-31,Friday,May,2024,Q2,69481,66580,46326,23155,33.33,67609941,20167725
2024-06-01,Saturday,June,2024,Q2,48817,39943,45168,3649,7.47,67658758,20171374
2024-06-02,Sunday,June,2024,Q2,47184,49104,45378,1806,3.83,67705942,20173180
2024-06-03,Monday,June,2024,Q2,73912,68177,43243,30669,41.49,67779854,20203849
2024-06-04,Tuesday,June,2024,Q2,66429,75629,46987,19442,29.27,67846283,20223291
2024-06-05,Wednesday,June,2024,Q2,66939,52900,42937,24002,35.86,67913222,20247293
2024-06-06,Thursday,June,2024,Q2,73456,84246,43614,29842,40.63,67986678,20277135
2024-06-07,Friday,June,2024,Q2,95649,107830,79068,16581,17.34,68082327,20293716
2024-06-08,Saturday,June,2024,Q2,44914,56240,48615,-3701,-8.24,68127241,20290015
2024-06-09,Sunday,June,2024,Q2,50799,63483,49013,1786,3.52,68178040,20291801
2024-06-10,Monday,June,2024,Q2,70495,63534,46155,24340,34.53,68248535,20316141
2024-06-11,Tuesday,June,2024,Q2,74667,64452,45024,29643,39.7,68323202,20345784
2024-06-12,Wednesday,June,2024,Q2,77793,84604,42376,35417,45.53,68400995,20381201
2024-06-13,Thursday,June,2024,Q2,87335,88715,44347,42988,49.22,68488330,20424189
2024-06-14,Friday,June,2024,Q2,87808,98888,43844,43964,50.07,68576138,20468153
2024-06-15,Saturday,June,2024,Q2,38896,34869,50190,-11294,-29.04,68615034,20456859
2024-06-16,Sunday,June,2024,Q2,55769,56790,44590,11179,20.05,68670803,20468038
2024-06-17,Monday,June,2024,Q2,76127,74069,49894,26233,34.46,68746930,20494271
2024-06-18,Tuesday,June,2024,Q2,69268,71724,48657,20611,29.76,68816198,20514882
2024-06-19,Wednesday,June,2024,Q2,70148,80757,42988,27160,38.72,68886346,20542042
2024-06-20,Thursday,June,2024,Q2,78303,70561,44092,34211,43.69,68964649,20576253
2024-06-21,Friday,June,2024,Q2,95368,80557,47896,47472,49.78,69060017,20623725
2024-06-22,Saturday,June,2024,Q2,42232,47567,48578,-6346,-15.03,69102249,20617379
2024-06-23,Sunday,June,2024,Q2,49287,44194,47655,1632,3.31,69151536,20619011
2024-06-24,Monday,June,2024,Q2,95415,96373,46632,48783,51.13,69246951,20667794
2024-06-25,Tuesday,June,2024,Q2,81958,81356,41464,40494,49.41,69328909,20708288
2024-06-26,Wednesday,June,2024,Q2,93112,90400,48345,44767,48.08,69422021,20753055
2024-06-27,Thursday,June,2024,Q2,90910,85007,46750,44160,48.58,69512931,20797215
2024-06-28,Friday,June,2024,Q2,84824,87856,47489,37335,44.01,69597755,20834550
2024-06-29,Saturday,June,2024,Q2,41302,47801,47197,-5895,-14.27,69639057,20828655
2024-06-30,Sunday,June,2024,Q2,55548,64056,48067,7481,13.47,69694605,20836136
2024-07-01,Monday,July,2024,Q3,87897,90512,44853,43044,48.97,69782502,20879180
2024-07-02,Tuesday,July,2024,Q3,65223,53609,47279,17944,27.51,69847725,20897124
2024-07-03,Wednesday,July,2024,Q3,76539,64077,43396,33143,43.3,69924264,20930267
2024-07-04,Thursday,July,2024,Q3,85182,83639,41861,43321,50.86,70009446,20973588
2024-07-05,Friday,July,2024,Q3,77763,75156,42581,35182,45.24,70087209,21008770
2024-07-06,Saturday,July,2024,Q3,41672,36261,42646,-974,-2.34,70128881,21007796
2024-07-07,Sunday,July,2024,Q3,43510,41109,47633,-4123,-9.48,70172391,21003673
2024-07-08,Monday,July,2024,Q3,77901,64668,45883,32018,41.1,70250292,21035691
2024-07-09,Tuesday,July,2024,Q3,67079,71781,46572,20507,30.57,70317371,21056198
2024-07-10,Wednesday,July,2024,Q3,70235,65786,54765,15470,22.03,70387606,21071668
2024-07-11,Thursday,July,2024,Q3,74554,66477,43122,31432,42.16,70462160,21103100
2024-07-12,Friday,July,2024,Q3,90291,75689,44904,45387,50.27,70552451,21148487
2024-07-13,Saturday,July,2024,Q3,49037,41689,46055,2982,6.08,70601488,21151469
2024-07-14,Sunday,July,2024,Q3,42371,38636,44781,-2410,-5.69,70643859,21149059
2024-07-15,Monday,July,2024,Q3,78434,66860,47044,31390,40.02,70722293,21180449
2024-07-16,Tuesday,July,2024,Q3,70772,65797,50088,20684,29.23,70793065,21201133
2024-07-17,Wednesday,July,2024,Q3,95397,105196,49868,45529,47.73,70888462,21246662
2024-07-18,Thursday,July,2024,Q3,86012,96484,47444,38568,44.84,70974474,21285230
2024-07-19,Friday,July,2024,Q3,91998,88298,45511,46487,50.53,71066472,21331717
2024-07-20,Saturday,July,2024,Q3,49477,47811,43230,6247,12.63,71115949,21337964
2024-07-21,Sunday,July,2024,Q3,42732,46495,43928,-1196,-2.8,71158681,21336768
2024-07-22,Monday,July,2024,Q3,83570,67995,43817,39753,47.57,71242251,21376521
2024-07-23,Tuesday,July,2024,Q3,65009,76764,49748,15261,23.48,71307260,21391782
2024-07-24,Wednesday,July,2024,Q3,72672,78848,45865,26807,36.89,71379932,21418589
2024-07-25,Thursday,July,2024,Q3,73001,61142,44133,28868,39.54,71452933,21447457
2024-07-26,Friday,July,2024,Q3,92721,96353,47386,45335,48.89,71545654,21492792
2024-07-27,Saturday,July,2024,Q3,45581,42085,41162,4419,9.69,71591235,21497211
2024-07-28,Sunday,July,2024,Q3,41963,42633,42973,-1010,-2.41,71633198,21496201
2024-07-29,Monday,July,2024,Q3,90315,103121,41821,48494,53.69,71723513,21544695
2024-07-30,Tuesday,July,2024,Q3,86821,75440,43381,43440,50.03,71810334,21588135
2024-07-31,Wednesday,July,2024,Q3,84075,78551,41838,42237,50.24,71894409,21630372
2024-08-01,Thursday,August,2024,Q3,69151,67565,47821,21330,30.85,71963560,21651702
2024-08-02,Friday,August,2024,Q3,89114,71143,48909,40205,45.12,72052674,21691907
2024-08-03,Saturday,August,2024,Q3,49671,43742,43457,6214,12.51,72102345,21698121
2024-08-04,Sunday,August,2024,Q3,45460,45359,42355,3105,6.83,72147805,21701226
2024-08-05,Monday,August,2024,Q3,69849,56241,47733,22116,31.66,72217654,21723342
2024-08-06,Tuesday,August,2024,Q3,93795,110033,45579,48216,51.41,72311449,21771558
2024-08-07,Wednesday,August,2024,Q3,76840,65307,44622,32218,41.93,72388289,21803776
2024-08-08,Thursday,August,2024,Q3,77717,73004,47705,30012,38.62,72466006,21833788
2024-08-09,Friday,August,2024,Q3,85762,93897,49571,36191,42.2,72551768,21869979
2024-08-10,Saturday,August,2024,Q3,38940,44391,47286,-8346,-21.43,72590708,21861633
2024-08-11,Sunday,August,2024,Q3,43281,43279,43430,-149,-0.34,72633989,21861484
2024-08-12,Monday,August,2024,Q3,90644,74939,46994,43650,48.16,72724633,21905134
2024-08-13,Tuesday,August,2024,Q3,82498,95907,42832,39666,48.08,72807131,21944800
2024-08-14,Wednesday,August,2024,Q3,71866,69275,47122,24744,34.43,72878997,21969544
2024-08-15,Thursday,August,2024,Q3,76930,90527,41919,35011,45.51,72955927,22004555
2024-08-16,Friday,August,2024,Q3,74786,65692,49603,25183,33.67,73030713,22029738
2024-08-17,Saturday,August,2024,Q3,57171,61196,41745,15426,26.98,73087884,22045164
2024-08-18,Sunday,August,2024,Q3,50807,53713,44529,6278,12.36,73138691,22051442
2024-08-19,Monday,August,2024,Q3,69605,81686,48546,21059,30.26,73208296,22072501
2024-08-20,Tuesday,August,2024,Q3,69629,74997,49349,20280,29.13,73277925,22092781
2024-08-21,Wednesday,August,2024,Q3,83719,92847,43785,39934,47.7,73361644,22132715
2024-08-22,Thursday,August,2024,Q3,74714,77102,47253,27461,36.75,73436358,22160176
2024-08-23,Friday,August,2024,Q3,87782,71060,50129,37653,42.89,73524140,22197829
2024-08-24,Saturday,August,2024,Q3,38418,41948,48062,-9644,-25.1,73562558,22188185
2024-08-25,Sunday,August,2024,Q3,44730,42906,49239,-4509,-10.08,73607288,22183676
2024-08-26,Monday,August,2024,Q3,93817,98796,41630,52187,55.63,73701105,22235863
2024-08-27,Tuesday,August,2024,Q3,66995,67146,47732,19263,28.75,73768100,22255126
2024-08-28,Wednesday,August,2024,Q3,83000,93150,47495,35505,42.78,73851100,22290631
2024-08-29,Thursday,August,2024,Q3,83525,88612,44881,38644,46.27,73934625,22329275
2024-08-30,Friday,August,2024,Q3,94345,101012,44397,49948,52.94,74028970,22379223
2024-08-31,Saturday,August,2024,Q3,44510,43983,44763,-253,-0.57,74073480,22378970
2024-09-01,Sunday,September,2024,Q3,42245,51670,50122,-7877,-18.65,74115725,22371093
2024-09-02,Monday,September,2024,Q3,79294,70537,42415,36879,46.51,74195019,22407972
2024-09-03,Tuesday,September,2024,Q3,82847,79911,48386,34461,41.6,74277866,22442433
2024-09-04,Wednesday,September,2024,Q3,73913,82172,45184,28729,38.87,74351779,22471162
2024-09-05,Thursday,September,2024,Q3,64986,58946,47134,17852,27.47,74416765,22489014
2024-09-06,Friday,September,2024,Q3,78757,70972,49353,29404,37.34,74495522,22518418
2024-09-07,Saturday,September,2024,Q3,39282,40456,42232,-2950,-7.51,74534804,22515468
2024-09-08,Sunday,September,2024,Q3,47422,40413,49072,-1650,-3.48,74582226,22513818
2024-09-09,Monday,September,2024,Q3,75419,78781,47661,27758,36.81,74657645,22541576
2024-09-10,Tuesday,September,2024,Q3,76620,81313,48492,28128,36.71,74734265,22569704
2024-09-11,Wednesday,September,2024,Q3,60542,51809,49668,10874,17.96,74794807,22580578
2024-09-12,Thursday,September,2024,Q3,68664,81926,60432,8232,11.99,74863471,22588810
2024-09-13,Friday,September,2024,Q3,63505,60200,48153,15352,24.17,74926976,22604162
2024-09-14,Saturday,September,2024,Q3,36997,39778,82267,-45270,-122.36,74963973,22558892
2024-09-15,Sunday,September,2024,Q3,49000,43752,47319,1681,3.43,75012973,22560573
2024-09-16,Monday,September,2024,Q3,79664,93764,41421,38243,48.01,75092637,22598816
2024-09-17,Tuesday,September,2024,Q3,77969,73368,46350,31619,40.55,75170606,22630435
2024-09-18,Wednesday,September,2024,Q3,66453,75374,48508,17945,27.0,75237059,22648380
2024-09-19,Thursday,September,2024,Q3,82594,94281,47828,34766,42.09,75319653,22683146
2024-09-20,Friday,September,2024,Q3,82846,88565,48552,34294,41.39,75402499,22717440
2024-09-21,Saturday,September,2024,Q3,35175,33398,45432,-10257,-29.16,75437674,22707183
2024-09-22,Sunday,September,2024,Q3,36049,38462,49539,-13490,-37.42,75473723,22693693
2024-09-23,Monday,September,2024,Q3,60822,58172,49017,11805,19.41,75534545,22705498
2024-09-24,Tuesday,September,2024,Q3,66818,71498,45144,21674,32.44,75601363,22727172
2024-09-25,Wednesday,September,2024,Q3,64083,69696,47056,17027,26.57,75665446,22744199
2024-09-26,Thursday,September,2024,Q3,60956,70351,44547,16409,26.92,75726402,22760608
2024-09-27,Friday,September,2024,Q3,62878,50972,45436,17442,27.74,75789280,22778050
2024-09-28,Saturday,September,2024,Q3,43768,40669,42464,1304,2.98,75833048,22779354
2024-09-29,Sunday,September,2024,Q3,36867,34645,46553,-9686,-26.27,75869915,22769668
2024-09-30,Monday,September,2024,Q3,80499,97958,41926,38573,47.92,75950414,22808241
2024-10-01,Tuesday,October,2024,Q4,69080,72337,41213,27867,40.34,76019494,22836108
2024-10-02,Wednesday,October,2024,Q4,76600,86664,46468,30132,39.34,76096094,22866240
2024-10-03,Thursday,October,2024,Q4,78118,66056,44614,33504,42.89,76174212,22899744
2024-10-04,Friday,October,2024,Q4,66652,55670,47627,19025,28.54,76240864,22918769
2024-10-05,Saturday,October,2024,Q4,41852,44732,48575,-6723,-16.06,76282716,22912046
2024-10-06,Sunday,October,2024,Q4,35912,40913,48587,-12675,-35.29,76318628,22899371
2024-10-07,Monday,October,2024,Q4,99723,101989,48981,50742,50.88,76418351,22950113
2024-10-08,Tuesday,October,2024,Q4,67114,55153,47069,20045,29.87,76485465,22970158
2024-10-09,Wednesday,October,2024,Q4,79838,64074,43835,36003,45.1,76565303,23006161
2024-10-10,Thursday,October,2024,Q4,86335,89486,41529,44806,51.9,76651638,23050967
2024-10-11,Friday,October,2024,Q4,66508,64987,45587,20921,31.46,76718146,23071888
2024-10-12,Saturday,October,2024,Q4,52144,54416,47391,4753,9.12,76770290,23076641
2024-10-13,Sunday,October,2024,Q4,35439,31440,43073,-7634,-21.54,76805729,23069007
2024-10-14,Monday,October,2024,Q4,75161,70037,44962,30199,40.18,76880890,23099206
2024-10-15,Tuesday,October,2024,Q4,76843,66202,49737,27106,35.27,76957733,23126312
2024-10-16,Wednesday,October,2024,Q4,62154,55498,43568,18586,29.9,77019887,23144898
2024-10-17,Thursday,October,2024,Q4,78718,81914,45779,32939,41.84,77098605,23177837
2024-10-18,Friday,October,2024,Q4,67174,73999,49913,17261,25.7,77165779,23195098
2024-10-19,Saturday,October,2024,Q4,44047,46847,44116,-69,-0.16,77209826,23195029
2024-10-20,Sunday,October,2024,Q4,48338,42736,43607,4731,9.79,77258164,23199760
2024-10-21,Monday,October,2024,Q4,64444,78241,42235,22209,34.46,77322608,23221969
2024-10-22,Tuesday,October,2024,Q4,75075,80879,44294,30781,41.0,77397683,23252750
2024-10-23,Wednesday,October,2024,Q4,65860,52798,44012,21848,33.17,77463543,23274598
2024-10-24,Thursday,October,2024,Q4,81376,89680,46147,35229,43.29,77544919,23309827
2024-10-25,Friday,October,2024,Q4,75176,69198,47622,27554,36.65,77620095,23337381
2024-10-26,Saturday,October,2024,Q4,44675,42213,46946,-2271,-5.08,77664770,23335110
2024-10-27,Sunday,October,2024,Q4,46600,44885,45117,1483,3.18,77711370,23336593
2024-10-28,Monday,October,2024,Q4,66317,78484,47670,18647,28.12,77777687,23355240
2024-10-29,Tuesday,October,2024,Q4,76433,62564,48146,28287,37.01,77854120,23383527
2024-10-30,Wednesday,October,2024,Q4,60224,51768,46363,13861,23.02,77914344,23397388
2024-10-31,Thursday,October,2024,Q4,84958,90766,49771,35187,41.42,77999302,23432575
