date,day_of_week,month,year,quarter,revenue,sales,expenditure,profit,profit_margin,cumulative_revenue,cumulative_profit
2023-04-11,Tuesday,April,2023,Q2,67971,69428,40931,27040,39.78,42044074,12780920
2023-04-12,Wednesday,April,2023,Q2,58050,51555,37823,20227,34.84,42102124,12801147
2023-04-13,Thursday,April,2023,Q2,71174,63566,40250,30924,43.45,42173298,12832071
2023-04-14,Friday,April,2023,Q2,72957,65470,42506,30451,41.74,42246255,12862522
2023-04-15,Saturday,April,2023,Q2,35884,37578,37787,-1903,-5.3,42282139,12860619
2023-04-16,Sunday,April,2023,Q2,40075,49026,38443,1632,4.07,42322214,12862251
2023-04-17,Monday,April,2023,Q2,64456,60835,37966,26490,41.1,42386670,12888741
2023-04-18,Tuesday,April,2023,Q2,74495,85969,43523,30972,41.58,42461165,12919713
2023-04-19,Wednesday,April,2023,Q2,65547,68448,89241,-23694,-36.15,42526712,12896019
2023-04-20,Thursday,April,2023,Q2,72787,82853,44796,27991,38.46,42599499,12924010
2023-04-21,Friday,April,2023,Q2,77574,84290,41531,36043,46.46,42677073,12960053
2023-04-22,Saturday,April,2023,Q2,44687,50192,39430,5257,11.76,42721760,12965310
2023-04-23,Sunday,April,2023,Q2,38954,34698,44641,-5687,-14.6,42760714,12959623
2023-04-24,Monday,April,2023,Q2,54918,62876,44335,10583,19.27,42815632,12970206
2023-04-25,Tuesday,April,2023,Q2,64549,62550,44419,20130,31.19,42880181,12990336
2023-04-26,Wednesday,April,2023,Q2,72163,64166,43588,28575,39.6,42952344,13018911
2023-04-27,Thursday,April,2023,Q2,107898,117112,42700,65198,60.43,43060242,13084109
2023-04-28,Friday,April,2023,Q2,69863,69504,40678,29185,41.77,43130105,13113294
2023-04-29,Saturday,April,2023,Q2,41480,38666,39411,2069,4.99,43171585,13115363
2023-04-30,Sunday,April,2023,Q2,34203,30583,40467,-6264,-18.31,43205788,13109099
2023-05-01,Monday,May,2023,Q2,59114,48237,41065,18049,30.53,43264902,13127148
2023-05-02,Tuesday,May,2023,Q2,60280,52692,39174,21106,35.01,43325182,13148254
2023-05-03,Wednesday,May,2023,Q2,67944,63203,37920,30024,44.19,43393126,13178278
2023-05-04,Thursday,May,2023,Q2,54754,44650,38320,16434,30.01,43447880,13194712
2023-05-05,Friday,May,2023,Q2,73740,80546,39413,34327,46.55,43521620,13229039
2023-05-06,Saturday,May,2023,Q2,41665,44223,43044,-1379,-3.31,43563285,13227660
2023-05-07,Sunday,May,2023,Q2,43880,51083,40586,3294,7.51,43607165,13230954
2023-05-08,Monday,May,2023,Q2,64100,55640,43907,20193,31.5,43671265,13251147
2023-05-09,Tuesday,May,2023,Q2,62193,68268,43315,18878,30.35,43733458,13270025
2023-05-10,Wednesday,May,2023,Q2,52786,51488,40632,12154,23.03,43786244,13282179
2023-05-11,Thursday,May,2023,Q2,67715,55334,43550,24165,35.69,43853959,13306344
2023-05-12,Friday,May,2023,Q2,68885,77194,40137,28748,41.73,43922844,13335092
2023-05-13,Saturday,May,2023,Q2,39748,46733,39645,103,0.26,43962592,13335195
2023-05-14,Sunday,May,2023,Q2,43435,43527,41314,2121,4.88,44006027,13337316
2023-05-15,Monday,May,2023,Q2,54025,63805,40840,13185,24.41,44060052,13350501
2023-05-16,Tuesday,May,2023,Q2,66432,72560,44683,21749,32.74,44126484,13372250
2023-05-17,Wednesday,May,2023,Q2,73165,80124,40903,32262,44.09,44199649,13404512
2023-05-18,Thursday,May,2023,Q2,73242,87998,61679,11563,15.79,44272891,13416075
2023-05-19,Friday,May,2023,Q2,63777,59133,40517,23260,36.47,44336668,13439335
2023-05-20,Saturday,May,2023,Q2,35875,40818,44377,-8502,-23.7,44372543,13430833
2023-05-21,Sunday,May,2023,Q2,45475,54843,41863,3612,7.94,44418018,13434445
2023-05-22,Monday,May,2023,Q2,74165,63637,91484,-17319,-23.35,44492183,13417126
2023-05-23,Tuesday,May,2023,Q2,61340,72770,38781,22559,36.78,44553523,13439685
2023-05-24,Wednesday,May,2023,Q2,60271,56764,41319,18952,31.44,44613794,13458637
2023-05-25,Thursday,May,2023,Q2,56893,56570,43734,13159,23.13,44670687,13471796
2023-05-26,Friday,May,2023,Q2,69421,56727,36983,32438,46.73,44740108,13504234
2023-05-27,Saturday,May,2023,Q2,38013,43578,42114,-4101,-10.79,44778121,13500133
2023-05-28,Sunday,May,2023,Q2,43507,44987,38327,5180,11.91,44821628,13505313
2023-05-29,Monday,May,2023,Q2,63701,58128,41806,21895,34.37,44885329,13527208
2023-05-30,Tuesday,May,2023,Q2,58155,57676,41328,16827,28.93,44943484,13544035
2023-05-31,Wednesday,May,2023,Q2,66771,69448,40798,25973,38.9,45010255,13570008
2023-06-01,Thursday,June,2023,Q2,78114,97732,43233,34881,44.65,45088369,13604889
2023-06-02,Friday,June,2023,Q2,82651,68854,42929,39722,48.06,45171020,13644611
2023-06-03,Saturday,June,2023,Q2,45194,49634,37287,7907,17.5,45216214,13652518
2023-06-04,Sunday,June,2023,Q2,42365,42448,42864,-499,-1.18,45258579,13652019
2023-06-05,Monday,June,2023,Q2,80029,69876,44413,35616,44.5,45338608,13687635
2023-06-06,Tuesday,June,2023,Q2,73321,60295,38239,35082,47.85,45411929,13722717
2023-06-07,Wednesday,June,2023,Q2,80334,82530,37530,42804,53.28,45492263,13765521
2023-06-08,Thursday,June,2023,Q2,65146,54353,61190,3956,6.07,45557409,13769477
2023-06-09,Friday,June,2023,Q2,83229,92635,39883,43346,52.08,45640638,13812823
2023-06-10,Saturday,June,2023,Q2,38373,33565,37126,1247,3.25,45679011,13814070
2023-06-11,Sunday,June,2023,Q2,44539,51967,43020,1519,3.41,45723550,13815589
2023-06-12,Monday,June,2023,Q2,76095,80213,41586,34509,45.35,45799645,13850098
2023-06-13,Tuesday,June,2023,Q2,64761,69769,40655,24106,37.22,45864406,13874204
2023-06-14,Wednesday,June,2023,Q2,84320,95943,42452,41868,49.65,45948726,13916072
2023-06-15,Thursday,June,2023,Q2,72370,68992,43384,28986,40.05,46021096,13945058
2023-06-16,Friday,June,2023,Q2,72365,82115,41206,31159,43.06,46093461,13976217
2023-06-17,Saturday,June,2023,Q2,44795,46439,39068,5727,12.78,46138256,13981944
2023-06-18,Sunday,June,2023,Q2,44344,44419,38835,5509,12.42,46182600,13987453
2023-06-19,Monday,June,2023,Q2,72070,81000,49975,22095,30.66,46254670,14009548
2023-06-20,Tuesday,June,2023,Q2,57542,46369,40507,17035,29.6,46312212,14026583
2023-06-21,Wednesday,June,2023,Q2,62722,48700,44541,18181,28.99,46374934,14044764
2023-06-22,Thursday,June,2023,Q2,84383,90896,37837,46546,55.16,46459317,14091310
2023-06-23,Friday,June,2023,Q2,75972,88706,44776,31196,41.06,46535289,14122506
2023-06-24,Saturday,June,2023,Q2,38667,39820,42086,-3419,-8.84,46573956,14119087
2023-06-25,Sunday,June,2023,Q2,41647,49672,39503,2144,5.15,46615603,14121231
2023-06-26,Monday,June,2023,Q2,79425,74434,37346,42079,52.98,46695028,14163310
2023-06-27,Tuesday,June,2023,Q2,69800,72550,41853,27947,40.04,46764828,14191257
2023-06-28,Wednesday,June,2023,Q2,61314,65991,42123,19191,31.3,46826142,14210448
2023-06-29,Thursday,June,2023,Q2,60154,50233,38907,21247,35.32,46886296,14231695
2023-06-30,Friday,June,2023,Q2,61457,67716,42298,19159,31.17,46947753,14250854
2023-07-01,Saturday,July,2023,Q3,49843,51410,44552,5291,10.62,46997596,14256145
2023-07-02,Sunday,July,2023,Q3,48803,55836,82870,-34067,-69.81,47046399,14222078
2023-07-03,Monday,July,2023,Q3,72509,85322,39335,33174,45.75,47118908,14255252
2023-07-04,Tuesday,July,2023,Q3,75706,74159,39640,36066,47.64,47194614,14291318
2023-07-05,Wednesday,July,2023,Q3,65492,58029,44778,20714,31.63,47260106,14312032
2023-07-06,Thursday,July,2023,Q3,68356,58691,40839,27517,40.26,47328462,14339549
2023-07-07,Friday,July,2023,Q3,62618,48568,45015,17603,28.11,47391080,14357152
2023-07-08,Saturday,July,2023,Q3,47923,50670,44757,3166,6.61,47439003,14360318
2023-07-09,Sunday,July,2023,Q3,34601,31851,42760,-8159,-23.58,47473604,14352159
2023-07-10,Monday,July,2023,Q3,75900,79973,43981,31919,42.05,47549504,14384078
2023-07-11,Tuesday,July,2023,Q3,63863,54176,53860,10003,15.66,47613367,14394081
2023-07-12,Wednesday,July,2023,Q3,75755,61849,44264,31491,41.57,47689122,14425572
2023-07-13,Thursday,July,2023,Q3,74681,81005,43550,31131,41.69,47763803,14456703
2023-07-14,Friday,July,2023,Q3,74806,59897,39617,35189,47.04,47838609,14491892
2023-07-15,Saturday,July,2023,Q3,41218,35609,41325,-107,-0.26,47879827,14491785
2023-07-16,Sunday,July,2023,Q3,37979,30060,37372,607,1.6,47917806,14492392
2023-07-17,Monday,July,2023,Q3,62006,56810,38850,23156,37.34,47979812,14515548
2023-07-18,Tuesday,July,2023,Q3,79824,83003,38147,41677,52.21,48059636,14557225
2023-07-19,Wednesday,July,2023,Q3,57406,68580,41717,15689,27.33,48117042,14572914
2023-07-20,Thursday,July,2023,Q3,79858,76140,38026,41832,52.38,48196900,14614746
2023-07-21,Friday,July,2023,Q3,64042,56772,41738,22304,34.83,48260942,14637050
2023-07-22,Saturday,July,2023,Q3,35830,39703,40284,-4454,-12.43,48296772,14632596
2023-07-23,Sunday,July,2023,Q3,51250,61749,43920,7330,14.3,48348022,14639926
2023-07-24,Monday,July,2023,Q3,70476,71879,37289,33187,47.09,48418498,14673113
2023-07-25,Tuesday,July,2023,Q3,81332,94695,38163,43169,53.08,48499830,14716282
2023-07-26,Wednesday,July,2023,Q3,67615,58274,41906,25709,38.02,48567445,14741991
2023-07-27,Thursday,July,2023,Q3,60186,49596,38149,22037,36.61,48627631,14764028
2023-07-28,Friday,July,2023,Q3,59226,52662,41603,17623,29.76,48686857,14781651
2023-07-29,Saturday,July,2023,Q3,49736,42636,38720,11016,22.15,48736593,14792667
2023-07-30,Sunday,July,2023,Q3,37751,41798,41646,-3895,-10.32,48774344,14788772
2023-07-31,Monday,July,2023,Q3,63382,64026,39913,23469,37.03,48837726,14812241
2023-08-01,Tuesday,August,2023,Q3,67455,60235,37117,30338,44.98,48905181,14842579
2023-08-02,Wednesday,August,2023,Q3,60377,59057,43082,17295,28.65,48965558,14859874
2023-08-03,Thursday,August,2023,Q3,61684,72073,44271,17413,28.23,49027242,14877287
2023-08-04,Friday,August,2023,Q3,63769,61650,43916,19853,31.13,49091011,14897140
2023-08-05,Saturday,August,2023,Q3,42261,33809,44001,-1740,-4.12,49133272,14895400
2023-08-06,Sunday,August,2023,Q3,38136,46649,44338,-6202,-16.26,49171408,14889198
2023-08-07,Monday,August,2023,Q3,58464,71585,40984,17480,29.9,49229872,14906678
2023-08-08,Tuesday,August,2023,Q3,80357,83193,40911,39446,49.09,49310229,14946124
2023-08-09,Wednesday,August,2023,Q3,77024,72056,39790,37234,48.34,49387253,14983358
2023-08-10,Thursday,August,2023,Q3,57655,59471,40616,17039,29.55,49444908,15000397
2023-08-11,Friday,August,2023,Q3,85125,80859,42613,42512,49.94,49530033,15042909
2023-08-12,Saturday,August,2023,Q3,45076,46321,41992,3084,6.84,49575109,15045993
2023-08-13,Sunday,August,2023,Q3,43430,40905,42572,858,1.98,49618539,15046851
2023-08-14,Monday,August,2023,Q3,63124,68603,39604,23520,37.26,49681663,15070371
2023-08-15,Tuesday,August,2023,Q3,83226,75169,39991,43235,51.95,49764889,15113606
2023-08-16,Wednesday,August,2023,Q3,67679,73159,41447,26232,38.76,49832568,15139838
2023-08-17,Thursday,August,2023,Q3,66778,68847,42894,23884,35.77,49899346,15163722
2023-08-18,Friday,August,2023,Q3,77301,87350,39479,37822,48.93,49976647,15201544
2023-08-19,Saturday,August,2023,Q3,41577,33732,40560,1017,2.45,50018224,15202561
2023-08-20,Sunday,August,2023,Q3,42388,44325,44221,-1833,-4.32,50060612,15200728
2023-08-21,Monday,August,2023,Q3,76456,86302,44087,32369,42.34,50137068,15233097
2023-08-22,Tuesday,August,2023,Q3,59697,55253,44703,14994,25.12,50196765,15248091
2023-08-23,Wednesday,August,2023,Q3,60403,50083,38527,21876,36.22,50257168,15269967
2023-08-24,Thursday,August,2023,Q3,69112,77355,40736,28376,41.06,50326280,15298343
2023-08-25,Friday,August,2023,Q3,57814,48203,43423,14391,24.89,50384094,15312734
2023-08-26,Saturday,August,2023,Q3,40083,41988,43299,-3216,-8.02,50424177,15309518
2023-08-27,Sunday,August,2023,Q3,43417,44072,41500,1917,4.42,50467594,15311435
2023-08-28,Monday,August,2023,Q3,79773,70144,39214,40559,50.84,50547367,15351994
2023-08-29,Tuesday,August,2023,Q3,65333,78171,38171,27162,41.57,50612700,15379156
2023-08-30,Wednesday,August,2023,Q3,62215,70121,43361,18854,30.3,50674915,15398010
2023-08-31,Thursday,August,2023,Q3,85621,87652,39882,45739,53.42,50760536,15443749
2023-09-01,Friday,September,2023,Q3,69304,79649,40527,28777,41.52,50829840,15472526
2023-09-02,Saturday,September,2023,Q3,33095,27961,43149,-10054,-30.38,50862935,15462472
2023-09-03,Sunday,September,2023,Q3,33634,40143,41010,-7376,-21.93,50896569,15455096
2023-09-04,Monday,September,2023,Q3,75295,91711,44996,30299,40.24,50971864,15485395
2023-09-05,Tuesday,September,2023,Q3,70942,81587,37774,33168,46.75,51042806,15518563
2023-09-06,Wednesday,September,2023,Q3,69628,56155,41912,27716,39.81,51112434,15546279
2023-09-07,Thursday,September,2023,Q3,60485,61177,41166,19319,31.94,51172919,15565598
2023-09-08,Friday,September,2023,Q3,57088,49241,42400,14688,25.73,51230007,15580286
2023-09-09,Saturday,September,2023,Q3,37353,37594,41044,-3691,-9.88,51267360,15576595
2023-09-10,Sunday,September,2023,Q3,37401,40337,72621,-35220,-94.17,51304761,15541375
2023-09-11,Monday,September,2023,Q3,77415,85335,42816,34599,44.69,51382176,15575974
2023-09-12,Tuesday,September,2023,Q3,72895,68771,44802,28093,38.54,51455071,15604067
2023-09-13,Wednesday,September,2023,Q3,55628,55185,38556,17072,30.69,51510699,15621139
2023-09-14,Thursday,September,2023,Q3,77652,67127,43047,34605,44.56,51588351,15655744
2023-09-15,Friday,September,2023,Q3,75774,73591,42671,33103,43.69,51664125,15688847
2023-09-16,Saturday,September,2023,Q3,34101,32663,37200,-3099,-9.09,51698226,15685748
2023-09-17,Sunday,September,2023,Q3,35941,36658,64288,-28347,-78.87,51734167,15657401
2023-09-18,Monday,September,2023,Q3,68654,69683,42308,26346,38.38,51802821,15683747
2023-09-19,Tuesday,September,2023,Q3,75576,76182,43118,32458,42.95,51878397,15716205
2023-09-20,Wednesday,September,2023,Q3,67571,63710,40426,27145,40.17,51945968,15743350
2023-09-21,Thursday,September,2023,Q3,77330,86069,69866,7464,9.65,52023298,15750814
2023-09-22,Friday,September,2023,Q3,53521,51539,37964,15557,29.07,52076819,15766371
2023-09-23,Saturday,September,2023,Q3,37744,43332,39228,-1484,-3.93,52114563,15764887
2023-09-24,Sunday,September,2023,Q3,39216,42020,37629,1587,4.05,52153779,15766474
2023-09-25,Monday,September,2023,Q3,74683,86008,39320,35363,47.35,52228462,15801837
2023-09-26,Tuesday,September,2023,Q3,54491,58053,36960,17531,32.17,52282953,15819368
2023-09-27,Wednesday,September,2023,Q3,64607,62964,37693,26914,41.66,52347560,15846282
2023-09-28,Thursday,September,2023,Q3,56898,66682,43664,13234,23.26,52404458,15859516
2023-09-29,Friday,September,2023,Q3,66328,70305,40626,25702,38.75,52470786,15885218
2023-09-30,Saturday,September,2023,Q3,45605,44379,39824,5781,12.68,52516391,15890999
2023-10-01,Sunday,October,2023,Q4,40523,44088,42669,-2146,-5.3,52556914,15888853
2023-10-02,Monday,October,2023,Q4,57781,63666,38710,19071,33.01,52614695,15907924
2023-10-03,Tuesday,October,2023,Q4,54043,59820,37491,16552,30.63,52668738,15924476
2023-10-04,Wednesday,October,2023,Q4,53105,46086,41060,12045,22.68,52721843,15936521
2023-10-05,Thursday,October,2023,Q4,58578,49226,43034,15544,26.54,52780421,15952065
2023-10-06,Friday,October,2023,Q4,57340,64443,39734,17606,30.7,52837761,15969671
2023-10-07,Saturday,October,2023,Q4,45892,53306,38169,7723,16.83,52883653,15977394
2023-10-08,Sunday,October,2023,Q4,34972,34513,65810,-30838,-88.18,52918625,15946556
2023-10-09,Monday,October,2023,Q4,77070,68652,36890,40180,52.13,52995695,15986736
2023-10-10,Tuesday,October,2023,Q4,75932,86382,42572,33360,43.93,53071627,16020096
2023-10-11,Wednesday,October,2023,Q4,54790,65116,40328,14462,26.4,53126417,16034558
2023-10-12,Thursday,October,2023,Q4,71796,66235,41111,30685,42.74,53198213,16065243
2023-10-13,Friday,October,2023,Q4,59495,62075,40898,18597,31.26,53257708,16083840
2023-10-14,Saturday,October,2023,Q4,42684,47442,38704,3980,9.32,53300392,16087820
2023-10-15,Sunday,October,2023,Q4,37876,44989,43426,-5550,-14.65,53338268,16082270
2023-10-16,Monday,October,2023,Q4,52332,56940,40101,12231,23.37,53390600,16094501
2023-10-17,Tuesday,October,2023,Q4,55099,53810,44861,10238,18.58,53445699,16104739
2023-10-18,Wednesday,October,2023,Q4,56386,51707,38495,17891,31.73,53502085,16122630
2023-10-19,Thursday,October,2023,Q4,58054,56300,43118,14936,25.73,53560139,16137566
2023-10-20,Friday,October,2023,Q4,71663,83849,39771,31892,44.5,53631802,16169458
2023-10-21,Saturday,October,2023,Q4,46605,45166,40578,6027,12.93,53678407,16175485
2023-10-22,Sunday,October,2023,Q4,34800,39032,42897,-8097,-23.27,53713207,16167388
2023-10-23,Monday,October,2023,Q4,52695,46411,39532,13163,24.98,53765902,16180551
2023-10-24,Tuesday,October,2023,Q4,71764,76540,40886,30878,43.03,53837666,16211429
2023-10-25,Wednesday,October,2023,Q4,64945,65345,43484,21461,33.04,53902611,16232890
2023-10-26,Thursday,October,2023,Q4,71863,89236,37830,34033,47.36,53974474,16266923
2023-10-27,Friday,October,2023,Q4,63506,50047,42255,21251,33.46,54037980,16288174
2023-10-28,Saturday,October,2023,Q4,33760,32208,40041,-6281,-18.6,54071740,16281893
2023-10-29,Sunday,October,2023,Q4,38852,39844,40702,-1850,-4.76,54110592,16280043
2023-10-30,Monday,October,2023,Q4,53449,48830,39949,13500,25.26,54164041,16293543
2023-10-31,Tuesday,October,2023,Q4,59395,49418,37904,21491,36.18,54223436,16315034
2023-11-01,Wednesday,November,2023,Q4,87338,97811,39971,47367,54.23,54310774,16362401
2023-11-02,Thursday,November,2023,Q4,81523,65343,38776,42747,52.44,54392297,16405148
